Brand,Product_Name,Former_Price,Current_Price,Discount
Versace,VE1283,346.0,242.2,30
Versace,VE3313F - Alternate Fit,283.0,141.5,50
Versace,VE3320U,346.0,242.2,30
Kate Spade,Aila,175.0,122.5,30
Kate Spade,Dora,175.0,122.5,30
Kate Spade,Flavia,250.0,175.0,30
Kate Spade,Ilana,250.0,175.0,30
Kate Spade,Lida/G,250.0,175.0,30
Kate Spade,Renne,245.0,171.5,30
,,,,
Kate Spade,Talulah,225.0,157.5,30
Kate Spade,Verna,245.0,171.5,30
Kate Spade,Wanda,195.0,136.5,30
Kate Spade,Zahra,230.0,161.0,30
Gucci,GG1082O,545.0,463.25,15
Burberry,BE2359,327.0,228.9,30
Dolce & Gabbana,DG1341B,343.0,171.5,50
Persol,PO3283V,342.0,171.0,50
Persol,PO3292V,370.0,185.0,50
Dolce & Gabbana,DG3352,306.0,214.2,30
Dolce & Gabbana,DG3354,335.0,234.5,30
Burberry,BE2358 - Isabella,266.0,133.0,50
Gucci,GG1120O,370.0,314.5,15
Gucci,GG1138O,385.0,327.25,15
Gucci,GG1144O,500.0,425.0,15
Gucci,GG1157O,460.0,391.0,15
Burberry,BE1371,338.0,169.0,50
Burberry,BE1372,309.0,154.5,50
Burberry,BE2363,321.0,160.5,50
Burberry,BE2365,309.0,154.5,50
Burberry,BE2366U,279.0,139.5,50
Burberry,BE2367,296.0,207.2,30
Burberry,BE2368,293.0,146.5,50
,,,,
Burberry,BE2368F,309.0,154.5,50
Burberry,BE2369,293.0,146.5,50
Burberry,BE2370U,266.0,133.0,50
Dolce & Gabbana,DG3358,371.0,185.5,50
Persol,PO3296V,286.0,200.2,30
Persol,PO3301V,342.0,171.0,50
Persol,PO3303V,286.0,143.0,50
Versace,VE3326U,298.0,208.6,30
Versace,VE3328,286.0,200.2,30
Versace,VE3330,256.0,179.2,30
Versace,VE3331U,310.0,155.0,50
Dolce & Gabbana,DG3360,364.0,254.8,30
Burberry,BE2364,309.0,154.5,50
Dolce & Gabbana,DG5087,316.0,158.0,50
Persol,PO3309V,370.0,185.0,50
Persol,PO3312V,342.0,171.0,50
Persol,PO3315V,,363.0,
Persol,PO3318V,,348.0,
Burberry,BE2379U-Charlie,279.0,139.5,50
Versace,VE1284,310.0,155.0,50
Versace,VE1287,376.0,263.2,30
Versace,VE1289,298.0,149.0,50
Burberry,BE2378-Ellis,309.0,154.5,50
,,,,
Burberry,BE2378F-Ellis,327.0,228.9,30
Burberry,BE1376-Virginia,338.0,169.0,50
Burberry,BE2373U-Angelica,358.0,179.0,50
Versace,VE3329B,346.0,242.2,30
Burberry,BE2374,338.0,169.0,50
Burberry,BE2377-Bailey,338.0,169.0,50
Versace,VE3334,326.0,163.0,50
Versace,VE3334F,326.0,228.2,30
Versace,VE3336U,310.0,155.0,50
Versace,VE3337,354.0,177.0,50
Versace,VE3339U,354.0,247.8,30
Dolce & Gabbana,DG5099,232.0,162.4,30
Dolce & Gabbana,DG3372,316.0,221.2,30
Dolce & Gabbana,DG3374,316.0,158.0,50
Dolce & Gabbana,DG3368,343.0,171.5,50
Dolce & Gabbana,DG3369,371.0,185.5,50
Dolce & Gabbana,DG5101,288.0,201.6,30
Versace,VE3335,326.0,163.0,50
Versace,VE3338,354.0,177.0,50
Versace,VE3340U,346.0,242.2,30
Burberry,BE 1375,327.0,228.9,30
Burberry,BE 2375,279.0,139.5,50
